skewness,song,spectral_rolloff,energy,sv,spread,centroid,zcr,obsi,genre,kurtosis
1.58890637563,songs/System Of A Down - Cigaro.mp3,7532.99645725,0.331321758354,0.282655676471,2560.87613445,2476.16094958,0.0841833803361,11.3010494958,metal,-8.47348806303
2.00205919337,songs/Jack Johnson - Constellations.mp3,3595.57274862,0.169089559765,0.426657989202,2945.9584116,2194.68324641,0.0292470522597,9.1310782547,acoustic,-0.837610878914
1.44111042282,songs/Metallica - Nothing Else Matters.mp3,6623.34371347,0.161303524099,0.347042929269,2868.80971777,2734.61535616,0.0539423113166,9.6702974086,metal,-8.99927286722
1.57567388342,songs/UB40 - One in Ten.mp3,6494.66457637,0.206255792285,0.26736084277,2910.89381263,2597.97312424,0.0508164294257,8.80681605479,reggae,-6.33851053731
2.03203373331,songs/System Of A Down - Lost In Hollywood.mp3,4894.83091103,0.277369423516,0.331675892157,2419.41642883,2036.62256708,0.0480340704911,10.1932536103,metal,-1.77642315039
1.45007686316,songs/UB40 - King.mp3,7468.21686197,0.161018790565,0.347323141569,2720.63641449,2813.63082495,0.0618083503421,8.17698138229,reggae,-11.1154647408
0.811880022263,songs/Johann Sebastian Bach - Francouzska Suita C.5 G Dur Bwv 8Allemande.mp3,13418.1406887,0.0369741952944,0.455778708073,3816.28229358,4217.89904587,0.123818123787,1.2760447263,classical,-17.2390349685
1.54109791846,songs/System Of A Down - Peephole.mp3,6732.2282859,0.296460977338,0.321844250282,2610.92910256,2596.36028487,0.0696514428205,12.4114132738,metal,-9.67181863374
1.70074908922,songs/The Chemical Brothers - Another World.mp3,6770.07458301,0.282123725997,0.206327194673,2954.2121585,2612.73624673,0.0604585637696,13.4793121487,electronic,-5.34243060735
1.4636526056,songs/System Of A Down - Revenga.mp3,8429.86269392,0.298771861112,0.285267345912,2818.41210462,2799.52053917,0.0881970635134,12.1294994012,metal,-9.64104457859
1.03811987417,songs/Bob Marley - I Shot The Sheriff.mp3,7134.25832438,0.0701625839669,0.36267142624,2432.28265083,2425.31059711,0.0783272097934,7.65585592355,reggae,-12.1185973388
1.77823325058,songs/The Chemical Brothers - Escape Velocity.mp3,6148.69054312,0.274315570754,0.193138597366,2900.81543201,2478.26381267,0.0493012304421,11.2730831701,electronic,-4.22977634196
